destination_code,destination,country,currency,estimated_from_price_eur,price_category,price_basis,price_explanation,primary_trip_type,secondary_trip_type,trip_tags,is_citytrip,is_beach,is_island,is_sunny_escape,is_winter_holiday,is_cultural,is_foodie,is_nature,is_active,is_romantic,is_nightlife,is_family_friendly,best_spring,best_summer,best_autumn,best_winter,best_seasons,temperature_profile,trip_length_short_break,trip_length_week,trip_length_long_week,trip_lengths,notes,agent_summary,data_quality_note,record_status,source_url,tagging_basis
agadir,Agadir,Morocco,EUR,205,premium,synthetic_rule_based_estimate_v1,beach appeal | sun demand | winter demand,nature,beach,beach|sunny_escape|winter_holiday|nature|active|family_friendly,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,hot_sunny,False,True,True,week|long_week,Coastal leisure destination with beaches plus easy access to outdoor activities.,"nature; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
al_hoceima,Al Hoceima,Morocco,EUR,150,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand | value market,beach,nature,beach|sunny_escape|nature,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,spring|summer|autumn,hot_sunny,False,True,True,week|long_week,Coastal leisure destination with beaches plus easy access to outdoor activities.,"beach; nature; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
casablanca,Casablanca,Morocco,EUR,135,mid_range,synthetic_rule_based_estimate_v1,city demand,citytrip,cultural,citytrip|cultural,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,spring|summer|autumn|winter,hot_sunny,False,True,True,week|long_week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
fez,Fez,Morocco,EUR,130,mid_range,synthetic_rule_based_estimate_v1,city demand | value market,cultural,foodie,citytrip|cultural|foodie,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,spring|autumn,hot_sunny,True,True,False,short_break|week,Historic city break with strong food culture and landmark-rich center.,"cultural; foodie; best in spring, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
marrakech,Marrakech,Morocco,EUR,210,premium,synthetic_rule_based_estimate_v1,city demand | sun demand | winter demand | nightlife demand,cultural,foodie,citytrip|sunny_escape|winter_holiday|cultural|foodie|romantic|nightlife,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,spring|summer|autumn|winter,hot_sunny,True,True,True,short_break|week|long_week,Historic city break with strong food culture and landmark-rich center.,"cultural; foodie; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
nador,Nador,Morocco,EUR,145,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand | value market,beach,relaxation,beach|sunny_escape,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,spring|summer|autumn,hot_sunny,False,True,True,week|long_week,"Beach-focused holiday destination suited to sun, sea and downtime.","beach; relaxation; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
oujda,Oujda,Morocco,EUR,115,budget,synthetic_rule_based_estimate_v1,value market,nature,cultural,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,spring|summer|autumn,hot_sunny,False,True,True,week|long_week,Balanced leisure destination with a mix of scenery and local culture.,"nature; cultural; best in spring, summer, autumn; budget pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
rabat,Rabat,Morocco,EUR,135,mid_range,synthetic_rule_based_estimate_v1,city demand,citytrip,cultural,citytrip|cultural,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,spring|summer|autumn|winter,hot_sunny,True,True,False,short_break|week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
tangier,Tangier,Morocco,EUR,135,mid_range,synthetic_rule_based_estimate_v1,city demand,citytrip,cultural,citytrip|cultural,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,spring|summer|autumn|winter,hot_sunny,True,True,False,short_break|week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
oslo,Oslo,Norway,EUR,185,mid_range,synthetic_rule_based_estimate_v1,city demand,citytrip,cultural,citytrip|cultural,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,spring|summer|autumn,temperate_to_cool,True,True,False,short_break|week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
troms,Tromsø,Norway,EUR,215,premium,synthetic_rule_based_estimate_v1,winter demand,nature,active,winter_holiday|nature|active,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,summer|winter,cool_subarctic,True,True,True,short_break|week|long_week,Far-north nature destination known for northern lights and winter experiences.,"nature; active; best in summer, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
faro,Faro,Portugal,EUR,200,premium,synthetic_rule_based_estimate_v1,beach appeal | sun demand | winter demand,beach,relaxation,beach|sunny_escape|winter_holiday|active|family_friendly,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,False,True,True,week|long_week,"Beach-focused holiday destination suited to sun, sea and downtime.","beach; relaxation; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
lisbon,Lisbon,Portugal,EUR,175,mid_range,synthetic_rule_based_estimate_v1,city demand | sun demand | nightlife demand,citytrip,foodie,citytrip|sunny_escape|cultural|foodie|romantic|nightlife,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,True,True,True,short_break|week|long_week,Historic city break with strong food culture and landmark-rich center.,"citytrip; foodie; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
madeira_funchal,Madeira (Funchal),Portugal,EUR,250,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,beach,romantic,beach|island|sunny_escape|winter_holiday|nature|active|romantic|family_friendly,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Island beach destination with strong leisure appeal and scenic coastal settings.,"beach; romantic; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
ponta_delgada_azores,Ponta Delgada (Azores),Portugal,EUR,160,mid_range,synthetic_rule_based_estimate_v1,island routing,nature,cultural,island|nature|active,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Balanced leisure destination with a mix of scenery and local culture.,"nature; cultural; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
porto,Porto,Portugal,EUR,165,mid_range,synthetic_rule_based_estimate_v1,city demand | sun demand,cultural,foodie,citytrip|sunny_escape|cultural|foodie|romantic,True,False,False,True,False,True,True,False,False,True,False,False,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,True,True,True,short_break|week|long_week,Historic city break with strong food culture and landmark-rich center.,"cultural; foodie; best in spring, summer, autumn, winter; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
alicante,Alicante,Spain,EUR,225,premium,synthetic_rule_based_estimate_v1,city demand | beach appeal | sun demand | winter demand,citytrip,beach,citytrip|beach|sunny_escape|winter_holiday|cultural|foodie|nightlife|family_friendly,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,False,True,True,week|long_week,Coastal city that combines urban sightseeing with easy beach access.,"citytrip; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
almer_a,Almería,Spain,EUR,170,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,nature,beach|sunny_escape|nature|active|family_friendly,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Coastal leisure destination with beaches plus easy access to outdoor activities.,"beach; nature; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
barcelona,Barcelona,Spain,EUR,210,premium,synthetic_rule_based_estimate_v1,city demand | beach appeal | sun demand | nightlife demand,citytrip,beach,citytrip|beach|sunny_escape|cultural|foodie|romantic|nightlife,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True,False,spring|summer|autumn,mediterranean_warm,True,True,False,short_break|week,Coastal city that combines urban sightseeing with easy beach access.,"citytrip; beach; best in spring, summer, autumn; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
benidorm_via_alicante,Benidorm (via Alicante),Spain,EUR,155,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,relaxation,beach|sunny_escape|family_friendly,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Resort-focused beach destination reached via Alicante; best for relaxed sun holidays.,"beach; relaxation; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
bilbao,Bilbao,Spain,EUR,140,mid_range,synthetic_rule_based_estimate_v1,city demand,cultural,foodie,citytrip|cultural|foodie,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,spring|summer|autumn,mediterranean_warm,True,True,False,short_break|week,Historic city break with strong food culture and landmark-rich center.,"cultural; foodie; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
fuerteventura,Fuerteventura,Spain,EUR,235,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,nature,beach,beach|island|sunny_escape|winter_holiday|nature|active|family_friendly,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Island beach destination with strong leisure appeal and scenic coastal settings.,"nature; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
girona,Girona,Spain,EUR,140,mid_range,synthetic_rule_based_estimate_v1,city demand,citytrip,cultural,citytrip|cultural|nature,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,spring|summer|autumn,mediterranean_warm,True,True,False,short_break|week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
gran_canaria_las_palmas,Gran Canaria (Las Palmas),Spain,EUR,235,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,beach,nature,beach|island|sunny_escape|winter_holiday|nature|active|family_friendly,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Island beach destination with strong leisure appeal and scenic coastal settings.,"beach; nature; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
granada,Granada,Spain,EUR,160,mid_range,synthetic_rule_based_estimate_v1,city demand | sun demand,citytrip,cultural,citytrip|sunny_escape|cultural|foodie|romantic,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,spring|autumn,mediterranean_warm,True,True,False,short_break|week,Historic city break with strong food culture and landmark-rich center.,"citytrip; cultural; best in spring, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
ibiza,Ibiza,Spain,EUR,215,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | nightlife demand,beach,nightlife,beach|island|sunny_escape|romantic|nightlife,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Island beach destination known for lively evenings and summer energy.,"beach; nightlife; best in spring, summer, autumn; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
la_palma,La Palma,Spain,EUR,225,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,nature,beach,beach|island|sunny_escape|winter_holiday|nature|active,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,"Relaxed island destination with beaches, scenic nature and a slower pace.","nature; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
lanzarote,Lanzarote,Spain,EUR,225,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,nature,beach,beach|island|sunny_escape|winter_holiday|nature|active,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Island beach destination with strong leisure appeal and scenic coastal settings.,"nature; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
lloret_de_mar_via_girona,Lloret de Mar (via Girona),Spain,EUR,150,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,relaxation,beach|sunny_escape,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Resort-focused beach destination reached via Girona; best for relaxed sun holidays.,"beach; relaxation; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
mallorca,Mallorca,Spain,EUR,260,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,beach,nature,beach|island|sunny_escape|winter_holiday|nature|active|romantic|nightlife|family_friendly,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,False,True,True,week|long_week,Island beach destination known for lively evenings and summer energy.,"beach; nature; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
marbella_via_m_laga,Marbella (via Málaga),Spain,EUR,155,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,relaxation,beach|sunny_escape|family_friendly,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Resort-focused beach destination reached via Málaga; best for relaxed sun holidays.,"beach; relaxation; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
menorca,Menorca,Spain,EUR,190,mid_range,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand,beach,nature,beach|island|sunny_escape|nature|family_friendly,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,"Relaxed island destination with beaches, scenic nature and a slower pace.","beach; nature; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
murcia_via_alicante,Murcia (via Alicante),Spain,EUR,165,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,nature,beach|sunny_escape|nature|family_friendly,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Resort-focused beach destination reached via Alicante; best for relaxed sun holidays.,"beach; nature; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
m_laga,Málaga,Spain,EUR,225,premium,synthetic_rule_based_estimate_v1,city demand | beach appeal | sun demand | winter demand,citytrip,beach,citytrip|beach|sunny_escape|winter_holiday|cultural|foodie|nightlife,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,spring|summer|autumn|winter,mediterranean_warm,False,True,True,week|long_week,Coastal city that combines urban sightseeing with easy beach access.,"citytrip; beach; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
sevilla,Sevilla,Spain,EUR,160,mid_range,synthetic_rule_based_estimate_v1,city demand | sun demand,citytrip,cultural,citytrip|sunny_escape|cultural|foodie|romantic,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,spring|autumn,mediterranean_warm,True,True,False,short_break|week,Historic city break with strong food culture and landmark-rich center.,"citytrip; cultural; best in spring, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
tenerife,Tenerife,Spain,EUR,235,premium,synthetic_rule_based_estimate_v1,beach appeal | island routing | sun demand | winter demand,beach,nature,beach|island|sunny_escape|winter_holiday|nature|active|family_friendly,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,subtropical_mild,False,True,True,week|long_week,Island beach destination with strong leisure appeal and scenic coastal settings.,"beach; nature; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
torremolinos_via_m_laga,Torremolinos (via Málaga),Spain,EUR,155,mid_range,synthetic_rule_based_estimate_v1,beach appeal | sun demand,beach,relaxation,beach|sunny_escape|family_friendly,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,False,True,True,week|long_week,Resort-focused beach destination reached via Málaga; best for relaxed sun holidays.,"beach; relaxation; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
valencia,Valencia,Spain,EUR,190,mid_range,synthetic_rule_based_estimate_v1,city demand | beach appeal | sun demand | mixed city + beach appeal,citytrip,beach,citytrip|beach|sunny_escape|cultural|foodie|romantic|family_friendly,True,True,False,True,False,True,True,False,False,True,False,True,True,True,True,False,spring|summer|autumn,mediterranean_warm,True,True,False,short_break|week,Coastal city that combines urban sightseeing with easy beach access.,"citytrip; beach; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
antalya,Antalya,Turkey,EUR,235,premium,synthetic_rule_based_estimate_v1,beach appeal | sun demand | winter demand | high demand,beach,nature,beach|sunny_escape|winter_holiday|nature|active|family_friendly,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True,spring|summer|autumn|winter,hot_sunny,False,True,True,week|long_week,Coastal leisure destination with beaches plus easy access to outdoor activities.,"beach; nature; best in spring, summer, autumn, winter; premium pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment
london,London,United Kingdom,EUR,145,mid_range,synthetic_rule_based_estimate_v1,city demand | nightlife demand | high demand,citytrip,cultural,citytrip|cultural|romantic|nightlife,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,spring|summer|autumn,temperate_to_cool,True,True,False,short_break|week,"Culture-led city break with major sights, museums or heritage appeal.","citytrip; cultural; best in spring, summer, autumn; mid_range pricing","Cleaned and normalized; price is synthetic and explainable, not live fare data.",ready_for_poc,https://example.com/destinations,official_destination_index_plus_heuristic_travel_profile_enrichment

